transaction_id,order_date,product_name,category,quantity,unit_price,revenue,city,payment_method,delivery_status
TXN002044,2023-06-14,Wristwatch,Fashion,1,222454.79,222454.79,Enugu,Card,Delivered
TXN009093,2023-06-14,JBL Speaker,Electronics,2,246542.74,493085.48,Abuja,Card,Cancelled
TXN006700,2023-06-14,Gucci Bag,Fashion,1,150866.83,150866.83,Lagos,Transfer,Delivered
TXN008497,2023-06-14,Rice Cooker,Home,5,128226.95,641134.75,Ibadan,USSD,Delivered
TXN016050,2023-06-15,LG TV,Electronics,4,405071.3,1620285.2,Port Harcourt,Cash,Cancelled
TXN002035,2023-06-15,Nike Sneakers,Fashion,1,387033.35,387033.35,Port Harcourt,Card,Pending
TXN003376,2023-06-15,Samsung Galaxy,Electronics,3,138040.83,414122.49,Ibadan,Transfer,Cancelled
TXN006824,2023-06-15,Cooking Pot,Home,5,308401.54,1542007.7,Kano,USSD,Cancelled
TXN013502,2023-06-15,Gucci Bag,Fashion,1,229259.88,229259.88,Abuja,USSD,Pending
TXN016867,2023-06-15,Hair Extension,Beauty,4,482584.14,1930336.56,Kano,Card,Cancelled
TXN002708,2023-06-15,Samsung Galaxy,Electronics,5,203766.32,1018831.6,Abuja,USSD,Delivered
TXN006356,2023-06-15,Nail Polish,Beauty,3,359022.93,1077068.79,Lagos,USSD,Pending
TXN000423,2023-06-15,Hair Extension,Beauty,5,235691.16,1178455.8,Ibadan,Transfer,Delivered
TXN014209,2023-06-15,Nike Sneakers,Fashion,1,297684.21,297684.21,Lagos,Transfer,Cancelled
TXN000692,2023-06-15,iPhone,Electronics,2,108668.54,217337.08,Port Harcourt,Cash,Pending
TXN018711,2023-06-15,Hair Extension,Beauty,1,473881.16,473881.16,Lagos,Card,Delivered
TXN005739,2023-06-15,Hair Extension,Beauty,1,184115.98,184115.98,Ibadan,Transfer,Pending
TXN017365,2023-06-15,Samsung Galaxy,Electronics,2,156339.44,312678.88,Kano,USSD,Pending
TXN000470,2023-06-15,Rug,Home,4,472673.66,1890694.64,Enugu,Transfer,Pending
TXN017725,2023-06-15,Gucci Bag,Fashion,1,10168.5,10168.5,Port Harcourt,Transfer,Pending
TXN013825,2023-06-15,Hair Extension,Beauty,3,481844.48,1445533.44,Ibadan,Cash,Pending
TXN015287,2023-06-15,Skincare Set,Beauty,5,169376.97,846884.85,Port Harcourt,Transfer,Cancelled
TXN016983,2023-06-15,Wristwatch,Fashion,5,449005.54,2245027.7,Ibadan,USSD,Delivered
TXN006339,2023-06-15,Perfume,Beauty,5,122861.43,614307.15,Abuja,Cash,Pending
TXN007492,2023-06-15,HP Laptop,Electronics,2,347152.5,694305.0,Kano,USSD,Cancelled
TXN015900,2023-06-15,Gucci Bag,Fashion,5,34449.05,172245.25,Enugu,Transfer,Cancelled
TXN009203,2023-06-15,Hair Extension,Beauty,2,33253.02,66506.04,Kano,Transfer,Cancelled
TXN013978,2023-06-15,Rice Cooker,Home,3,443747.92,1331243.76,Kano,Cash,Pending
TXN013873,2023-06-15,Hair Extension,Beauty,4,162511.46,650045.84,Ibadan,USSD,Delivered
TXN017708,2023-06-15,Table Lamp,Home,5,182830.71,914153.55,Abuja,USSD,Pending
TXN001711,2023-06-15,Samsung Galaxy,Electronics,1,110198.02,110198.02,Enugu,Card,Cancelled
TXN013888,2023-06-15,Samsung Galaxy,Electronics,4,479445.84,1917783.36,Enugu,Transfer,Delivered
TXN005930,2023-06-16,Wristwatch,Fashion,1,308183.16,308183.16,Enugu,Card,Cancelled
TXN001209,2023-06-16,HP Laptop,Electronics,3,144345.91,433037.73,Abuja,USSD,Delivered
TXN011242,2023-06-16,Rice Cooker,Home,5,114769.7,573848.5,Port Harcourt,Cash,Pending
TXN001914,2023-06-16,Rug,Home,5,489082.25,2445411.25,Enugu,Cash,Cancelled
TXN005177,2023-06-16,Nail Polish,Beauty,1,43511.26,43511.26,Kano,Transfer,Delivered
TXN016970,2023-06-16,Blender,Home,4,369941.08,1479764.32,Kano,Card,Pending
TXN013897,2023-06-16,HP Laptop,Electronics,2,332566.39,665132.78,Kano,Transfer,Pending
TXN004599,2023-06-16,Senator Outfit,Fashion,4,378626.32,1514505.28,Port Harcourt,Transfer,Pending
TXN008389,2023-06-16,Nike Sneakers,Fashion,1,228630.59,228630.59,Ibadan,Card,Delivered
TXN003328,2023-06-16,Skincare Set,Beauty,3,198664.1,595992.3,Port Harcourt,Card,Pending
TXN004314,2023-06-16,Senator Outfit,Fashion,4,53044.68,212178.72,Port Harcourt,Cash,Cancelled
TXN008214,2023-06-16,Table Lamp,Home,5,324544.0,1622720.0,Port Harcourt,Transfer,Cancelled
TXN001788,2023-06-16,Blender,Home,3,415969.53,1247908.59,Lagos,Transfer,Delivered
TXN017890,2023-06-16,Gucci Bag,Fashion,2,85161.8,170323.6,Ibadan,Card,Cancelled
TXN005180,2023-06-16,Hair Extension,Beauty,4,475120.89,1900483.56,Ibadan,Card,Delivered
TXN017832,2023-06-16,Samsung Galaxy,Electronics,5,215934.95,1079674.75,Port Harcourt,Card,Pending
TXN000734,2023-06-16,HP Laptop,Electronics,5,111430.5,557152.5,Enugu,USSD,Delivered
TXN005333,2023-06-16,Table Lamp,Home,5,5988.09,29940.45,Abuja,Card,Cancelled
TXN012329,2023-06-16,Perfume,Beauty,2,418217.31,836434.62,Ibadan,Transfer,Delivered
TXN013288,2023-06-16,JBL Speaker,Electronics,3,73379.21,220137.63,Enugu,Transfer,Cancelled
TXN004506,2023-06-16,Rug,Home,4,316958.34,1267833.36,Ibadan,USSD,Delivered
TXN012541,2023-06-16,Senator Outfit,Fashion,2,156805.5,313611.0,Ibadan,Transfer,Pending
TXN013424,2023-06-16,Blender,Home,4,415981.5,1663926.0,Port Harcourt,USSD,Pending
TXN019125,2023-06-16,Wristwatch,Fashion,1,448200.89,448200.89,Lagos,Transfer,Pending
TXN012336,2023-06-16,LG TV,Electronics,3,380773.63,1142320.89,Lagos,USSD,Pending
TXN018631,2023-06-16,Skincare Set,Beauty,3,462060.91,1386182.73,Ibadan,Card,Pending
TXN011022,2023-06-16,Hair Extension,Beauty,2,403374.93,806749.86,Lagos,USSD,Cancelled
TXN012399,2023-06-16,Cooking Pot,Home,1,125578.88,125578.88,Kano,Card,Delivered
TXN010225,2023-06-16,HP Laptop,Electronics,5,281157.3,1405786.5,Enugu,Cash,Delivered
TXN000282,2023-06-16,Blender,Home,4,476331.07,1905324.28,Kano,Cash,Cancelled
TXN004530,2023-06-16,Wristwatch,Fashion,4,46610.84,186443.36,Lagos,Card,Delivered
TXN012157,2023-06-16,Gucci Bag,Fashion,3,254992.58,764977.74,Abuja,Transfer,Pending
TXN008291,2023-06-16,Rice Cooker,Home,5,397920.6,1989603.0,Abuja,Card,Delivered
TXN002573,2023-06-16,Rug,Home,5,484032.6,2420163.0,Enugu,Card,Pending
TXN007341,2023-06-17,iPhone,Electronics,4,102486.54,409946.16,Abuja,USSD,Pending
TXN010775,2023-06-17,iPhone,Electronics,3,303072.45,909217.35,Lagos,Cash,Cancelled
TXN002042,2023-06-17,Skincare Set,Beauty,3,312073.46,936220.38,Abuja,USSD,Cancelled
TXN007288,2023-06-17,Ankara Dress,Fashion,2,95188.93,190377.86,Lagos,USSD,Delivered
TXN008532,2023-06-17,Samsung Galaxy,Electronics,1,404588.65,404588.65,Enugu,Card,Pending
TXN012261,2023-06-17,Perfume,Beauty,4,491467.41,1965869.64,Abuja,USSD,Pending
TXN009762,2023-06-17,Nike Sneakers,Fashion,5,400851.49,2004257.45,Abuja,Transfer,Pending
TXN001955,2023-06-17,Senator Outfit,Fashion,4,119923.01,479692.04,Ibadan,Cash,Pending
TXN011943,2023-06-17,JBL Speaker,Electronics,5,176684.56,883422.8,Enugu,Card,Delivered
TXN014774,2023-06-17,Nail Polish,Beauty,1,459360.9,459360.9,Kano,Cash,Delivered
TXN009097,2023-06-17,Senator Outfit,Fashion,5,63545.22,317726.1,Lagos,Cash,Pending
TXN017290,2023-06-17,Nike Sneakers,Fashion,1,292388.16,292388.16,Kano,Card,Delivered
TXN004017,2023-06-17,Gucci Bag,Fashion,2,50086.19,100172.38,Lagos,USSD,Pending
TXN012318,2023-06-17,Skincare Set,Beauty,5,105347.62,526738.1,Ibadan,USSD,Cancelled
TXN016159,2023-06-17,Nike Sneakers,Fashion,1,307931.68,307931.68,Abuja,USSD,Pending
TXN010311,2023-06-17,Hair Extension,Beauty,5,10236.83,51184.15,Enugu,Transfer,Pending
TXN005032,2023-06-17,Rice Cooker,Home,4,287851.53,1151406.12,Enugu,Cash,Cancelled
TXN008824,2023-06-18,Cooking Pot,Home,1,309941.1,309941.1,Kano,Card,Pending
TXN001579,2023-06-18,Rice Cooker,Home,3,143911.33,431733.99,Port Harcourt,Cash,Delivered
TXN012601,2023-06-18,Nike Sneakers,Fashion,1,125934.64,125934.64,Lagos,USSD,Pending
TXN004702,2023-06-18,Skincare Set,Beauty,5,96860.6,484303.0,Kano,Transfer,Cancelled
TXN001004,2023-06-18,Perfume,Beauty,2,336039.53,672079.06,Abuja,Transfer,Pending
TXN009021,2023-06-18,Skincare Set,Beauty,4,139961.36,559845.44,Ibadan,USSD,Pending
TXN001967,2023-06-18,Gucci Bag,Fashion,2,420034.93,840069.86,Kano,Transfer,Cancelled
TXN018703,2023-06-18,JBL Speaker,Electronics,2,471946.26,943892.52,Enugu,Transfer,Delivered
TXN003964,2023-06-18,iPhone,Electronics,4,345977.02,1383908.08,Lagos,USSD,Cancelled
TXN008850,2023-06-18,Nike Sneakers,Fashion,3,414531.9,1243595.7,Enugu,Transfer,Pending
TXN011229,2023-06-18,Blender,Home,5,181161.37,905806.85,Ibadan,Cash,Pending
TXN018849,2023-06-18,Samsung Galaxy,Electronics,3,141479.46,424438.38,Lagos,Cash,Delivered
TXN016174,2023-06-18,JBL Speaker,Electronics,5,498131.96,2490659.8,Lagos,Card,Pending
TXN000081,2023-06-18,Ankara Dress,Fashion,5,137153.83,685769.15,Enugu,Cash,Pending
TXN004311,2023-06-18,Rice Cooker,Home,3,115385.13,346155.39,Enugu,Transfer,Cancelled
TXN018192,2023-06-18,JBL Speaker,Electronics,2,303394.23,606788.46,Ibadan,Card,Delivered
TXN009933,2023-06-18,LG TV,Electronics,5,428548.76,2142743.8,Kano,USSD,Pending
TXN009423,2023-06-18,Rice Cooker,Home,1,192962.06,192962.06,Enugu,USSD,Delivered
TXN019189,2023-06-18,Samsung Galaxy,Electronics,2,192348.92,384697.84,Port Harcourt,Cash,Cancelled
TXN003926,2023-06-18,Perfume,Beauty,5,242885.54,1214427.7,Port Harcourt,Transfer,Delivered
TXN006734,2023-06-18,HP Laptop,Electronics,1,109652.22,109652.22,Enugu,Transfer,Pending
TXN000167,2023-06-18,Samsung Galaxy,Electronics,3,23066.87,69200.61,Kano,Card,Cancelled
TXN018282,2023-06-18,HP Laptop,Electronics,1,287173.37,287173.37,Lagos,Card,Cancelled
TXN009101,2023-06-19,iPhone,Electronics,3,13154.06,39462.18,Abuja,Transfer,Delivered
TXN016101,2023-06-19,Blender,Home,5,431310.44,2156552.2,Port Harcourt,USSD,Delivered
TXN009129,2023-06-19,JBL Speaker,Electronics,4,494887.18,1979548.72,Ibadan,Card,Cancelled
TXN006094,2023-06-19,LG TV,Electronics,5,468488.3,2342441.5,Enugu,USSD,Pending
TXN015203,2023-06-19,Nike Sneakers,Fashion,3,54960.65,164881.95,Kano,Card,Pending
TXN017127,2023-06-19,Wristwatch,Fashion,2,234364.25,468728.5,Abuja,USSD,Pending
TXN015666,2023-06-19,iPhone,Electronics,4,274083.25,1096333.0,Abuja,Card,Cancelled
TXN000327,2023-06-19,Blender,Home,1,475377.94,475377.94,Port Harcourt,Transfer,Cancelled
TXN005243,2023-06-19,Blender,Home,4,432336.98,1729347.92,Enugu,Cash,Delivered
TXN002952,2023-06-19,Hair Extension,Beauty,2,428701.66,857403.32,Kano,USSD,Cancelled
TXN007717,2023-06-19,Nike Sneakers,Fashion,5,346412.91,1732064.55,Abuja,Cash,Delivered
TXN005776,2023-06-19,Samsung Galaxy,Electronics,2,23493.03,46986.06,Enugu,Card,Pending
TXN011200,2023-06-19,Skincare Set,Beauty,1,153268.71,153268.71,Port Harcourt,Cash,Cancelled
TXN009491,2023-06-19,Makeup Kit,Beauty,5,300271.74,1501358.7,Abuja,Cash,Cancelled
TXN006914,2023-06-19,Ankara Dress,Fashion,3,340127.32,1020381.96,Lagos,Transfer,Cancelled
TXN004040,2023-06-19,Hair Extension,Beauty,5,338262.85,1691314.25,Ibadan,Transfer,Cancelled
TXN019351,2023-06-19,Hair Extension,Beauty,4,365333.24,1461332.96,Kano,Transfer,Cancelled
TXN014086,2023-06-19,iPhone,Electronics,2,243238.59,486477.18,Ibadan,Cash,Delivered
TXN012552,2023-06-19,Ankara Dress,Fashion,5,366865.28,1834326.4,Kano,Cash,Cancelled
TXN008865,2023-06-19,Cooking Pot,Home,1,111590.47,111590.47,Port Harcourt,USSD,Cancelled
TXN005491,2023-06-19,Rice Cooker,Home,2,264214.55,528429.1,Lagos,USSD,Delivered
TXN018672,2023-06-19,iPhone,Electronics,4,334425.05,1337700.2,Port Harcourt,Card,Pending
TXN018213,2023-06-19,Rug,Home,3,157509.18,472527.54,Kano,Cash,Cancelled
TXN011052,2023-06-19,Hair Extension,Beauty,4,129440.5,517762.0,Kano,Card,Pending
TXN012583,2023-06-19,Blender,Home,2,446575.79,893151.58,Ibadan,USSD,Pending
TXN016899,2023-06-19,HP Laptop,Electronics,4,421056.98,1684227.92,Kano,Card,Pending
TXN016690,2023-06-19,Gucci Bag,Fashion,2,173171.52,346343.04,Abuja,Card,Delivered
TXN015997,2023-06-19,Perfume,Beauty,1,336280.3,336280.3,Lagos,USSD,Delivered
TXN001563,2023-06-19,Wristwatch,Fashion,1,380569.0,380569.0,Enugu,USSD,Cancelled
TXN004681,2023-06-20,Samsung Galaxy,Electronics,1,202392.38,202392.38,Ibadan,Cash,Delivered
TXN013643,2023-06-20,Blender,Home,5,481230.68,2406153.4,Enugu,Cash,Pending
TXN013763,2023-06-20,Makeup Kit,Beauty,2,50012.1,100024.2,Ibadan,Card,Delivered
TXN019371,2023-06-20,HP Laptop,Electronics,1,115722.25,115722.25,Ibadan,Cash,Delivered
TXN017744,2023-06-20,Nike Sneakers,Fashion,3,430363.88,1291091.64,Abuja,USSD,Cancelled
TXN012252,2023-06-20,JBL Speaker,Electronics,2,493569.66,987139.32,Lagos,Card,Cancelled
TXN005230,2023-06-20,Senator Outfit,Fashion,2,399158.31,798316.62,Lagos,USSD,Delivered
TXN008716,2023-06-20,Wristwatch,Fashion,1,408275.17,408275.17,Abuja,Card,Cancelled
TXN013737,2023-06-20,Senator Outfit,Fashion,1,261724.89,261724.89,Abuja,USSD,Delivered
TXN019038,2023-06-20,Skincare Set,Beauty,4,195665.54,782662.16,Lagos,Card,Pending
TXN011653,2023-06-20,iPhone,Electronics,1,55212.84,55212.84,Port Harcourt,Transfer,Cancelled
TXN015497,2023-06-20,LG TV,Electronics,4,278355.63,1113422.52,Port Harcourt,Transfer,Pending
TXN012420,2023-06-20,iPhone,Electronics,4,306963.58,1227854.32,Port Harcourt,Card,Delivered
TXN012181,2023-06-20,Samsung Galaxy,Electronics,5,237932.95,1189664.75,Abuja,Cash,Cancelled
TXN017140,2023-06-20,JBL Speaker,Electronics,2,244370.49,488740.98,Enugu,USSD,Cancelled
TXN017818,2023-06-20,iPhone,Electronics,4,91167.12,364668.48,Ibadan,Cash,Delivered
TXN004275,2023-06-20,Wristwatch,Fashion,5,18878.63,94393.15,Port Harcourt,Cash,Delivered
TXN008355,2023-06-20,Blender,Home,5,5672.56,28362.8,Lagos,Cash,Cancelled
TXN008943,2023-06-20,Senator Outfit,Fashion,2,159164.6,318329.2,Port Harcourt,Transfer,Delivered
TXN013609,2023-06-20,Rug,Home,3,280577.74,841733.22,Abuja,Transfer,Pending
TXN013841,2023-06-20,Rice Cooker,Home,5,307293.51,1536467.55,Kano,Card,Cancelled
TXN010824,2023-06-20,Nike Sneakers,Fashion,5,164328.27,821641.35,Lagos,USSD,Pending
TXN011730,2023-06-20,Table Lamp,Home,3,117461.76,352385.28,Port Harcourt,USSD,Delivered
TXN019257,2023-06-20,Skincare Set,Beauty,5,181884.72,909423.6,Ibadan,USSD,Cancelled
TXN019166,2023-06-20,Senator Outfit,Fashion,2,223242.13,446484.26,Kano,Cash,Cancelled
TXN013544,2023-06-20,Blender,Home,1,286825.47,286825.47,Ibadan,Card,Delivered
TXN002495,2023-06-20,Perfume,Beauty,4,104895.56,419582.24,Ibadan,Cash,Pending
TXN018876,2023-06-20,Table Lamp,Home,1,467086.33,467086.33,Port Harcourt,USSD,Delivered
TXN019352,2023-06-20,Nike Sneakers,Fashion,3,342715.87,1028147.61,Kano,Transfer,Cancelled
TXN013634,2023-06-20,Skincare Set,Beauty,3,366858.19,1100574.57,Kano,Cash,Pending
TXN019749,2023-06-20,Cooking Pot,Home,3,129765.6,389296.8,Abuja,USSD,Delivered
TXN012014,2023-06-20,Wristwatch,Fashion,3,186473.34,559420.02,Kano,USSD,Delivered
TXN006796,2023-06-20,HP Laptop,Electronics,3,69573.23,208719.69,Kano,USSD,Cancelled
TXN016728,2023-06-21,Table Lamp,Home,5,121931.67,609658.35,Lagos,Transfer,Pending
TXN007091,2023-06-21,Rice Cooker,Home,5,163947.43,819737.15,Kano,Transfer,Cancelled
TXN005899,2023-06-21,Skincare Set,Beauty,5,126597.58,632987.9,Enugu,Transfer,Cancelled
TXN009175,2023-06-21,Rice Cooker,Home,1,383045.91,383045.91,Abuja,Card,Cancelled
TXN001911,2023-06-21,iPhone,Electronics,3,372132.55,1116397.65,Enugu,Cash,Delivered
TXN018071,2023-06-21,Blender,Home,1,328537.46,328537.46,Kano,Card,Pending
TXN007463,2023-06-21,Gucci Bag,Fashion,3,133841.62,401524.86,Lagos,Cash,Cancelled
TXN009401,2023-06-21,Gucci Bag,Fashion,1,496881.4,496881.4,Ibadan,USSD,Delivered
TXN012021,2023-06-21,Cooking Pot,Home,4,98904.93,395619.72,Lagos,Cash,Cancelled
TXN017827,2023-06-21,JBL Speaker,Electronics,5,135728.02,678640.1,Abuja,Transfer,Delivered
TXN012956,2023-06-21,Table Lamp,Home,5,39218.77,196093.85,Abuja,Card,Cancelled
TXN018983,2023-06-21,Blender,Home,2,17428.65,34857.3,Abuja,Cash,Cancelled
TXN010356,2023-06-21,Perfume,Beauty,5,251242.29,1256211.45,Abuja,Transfer,Delivered
TXN017471,2023-06-21,HP Laptop,Electronics,5,311445.24,1557226.2,Port Harcourt,USSD,Pending
TXN002955,2023-06-21,Wristwatch,Fashion,3,384199.43,1152598.29,Enugu,USSD,Pending
TXN011051,2023-06-21,Nail Polish,Beauty,4,452742.86,1810971.44,Abuja,Card,Delivered
TXN003563,2023-06-21,Hair Extension,Beauty,4,310424.19,1241696.76,Abuja,Transfer,Cancelled
TXN002446,2023-06-21,Senator Outfit,Fashion,4,295077.83,1180311.32,Abuja,USSD,Pending
TXN013651,2023-06-21,Gucci Bag,Fashion,3,293840.29,881520.87,Ibadan,Cash,Delivered
TXN001044,2023-06-21,Nike Sneakers,Fashion,3,202335.55,607006.65,Lagos,Cash,Delivered
TXN002841,2023-06-22,Hair Extension,Beauty,5,307153.9,1535769.5,Abuja,Card,Pending
TXN001828,2023-06-22,Blender,Home,5,366011.9,1830059.5,Lagos,Card,Delivered
TXN008771,2023-06-22,JBL Speaker,Electronics,4,305702.47,1222809.88,Abuja,USSD,Cancelled
TXN008384,2023-06-22,Makeup Kit,Beauty,2,379681.46,759362.92,Ibadan,Card,Cancelled
TXN015372,2023-06-22,Rug,Home,5,454693.84,2273469.2,Kano,Card,Pending
TXN014984,2023-06-22,Samsung Galaxy,Electronics,2,443608.82,887217.64,Kano,Cash,Cancelled
TXN004094,2023-06-22,Senator Outfit,Fashion,4,367752.7,1471010.8,Kano,Card,Pending
TXN013258,2023-06-22,Ankara Dress,Fashion,2,70944.56,141889.12,Ibadan,Card,Pending
TXN005840,2023-06-22,JBL Speaker,Electronics,3,62132.63,186397.89,Abuja,Card,Delivered
TXN017954,2023-06-22,HP Laptop,Electronics,4,306324.3,1225297.2,Abuja,Transfer,Delivered
TXN008813,2023-06-22,Hair Extension,Beauty,5,11597.29,57986.45,Abuja,USSD,Cancelled
TXN004491,2023-06-22,Wristwatch,Fashion,2,370387.0,740774.0,Lagos,Cash,Cancelled
TXN010859,2023-06-22,Nail Polish,Beauty,5,13533.94,67669.7,Abuja,Cash,Pending
TXN012457,2023-06-22,Gucci Bag,Fashion,5,40508.16,202540.8,Lagos,USSD,Pending
TXN011223,2023-06-22,Rice Cooker,Home,2,239210.52,478421.04,Ibadan,Card,Pending
TXN019751,2023-06-22,LG TV,Electronics,1,438291.93,438291.93,Kano,Transfer,Pending
TXN017629,2023-06-22,iPhone,Electronics,4,382554.19,1530216.76,Enugu,USSD,Delivered
TXN013169,2023-06-22,Senator Outfit,Fashion,1,162088.07,162088.07,Enugu,Transfer,Delivered
TXN004288,2023-06-22,Samsung Galaxy,Electronics,3,207956.31,623868.93,Lagos,Card,Delivered
TXN019290,2023-06-22,Nike Sneakers,Fashion,2,59770.88,119541.76,Ibadan,USSD,Pending
TXN000487,2023-06-23,JBL Speaker,Electronics,3,127272.27,381816.81,Kano,USSD,Delivered
TXN010006,2023-06-23,Cooking Pot,Home,2,16928.6,33857.2,Port Harcourt,USSD,Cancelled
TXN009648,2023-06-23,Senator Outfit,Fashion,4,89021.37,356085.48,Enugu,USSD,Pending
TXN005974,2023-06-23,JBL Speaker,Electronics,5,137194.41,685972.05,Port Harcourt,Transfer,Cancelled
TXN009253,2023-06-23,Wristwatch,Fashion,1,427716.39,427716.39,Enugu,Transfer,Delivered
TXN018813,2023-06-23,Makeup Kit,Beauty,4,451050.22,1804200.88,Kano,Transfer,Cancelled
TXN002665,2023-06-23,Senator Outfit,Fashion,2,34673.25,69346.5,Ibadan,Card,Delivered
TXN009881,2023-06-23,Cooking Pot,Home,3,56082.89,168248.67,Lagos,USSD,Pending
TXN002461,2023-06-23,Rug,Home,3,138284.08,414852.24,Enugu,USSD,Cancelled
TXN000550,2023-06-23,LG TV,Electronics,5,78785.32,393926.6,Abuja,Transfer,Delivered
TXN014206,2023-06-23,Skincare Set,Beauty,3,126723.41,380170.23,Enugu,USSD,Pending
TXN009967,2023-06-23,Blender,Home,2,340790.86,681581.72,Port Harcourt,Cash,Cancelled
TXN010626,2023-06-23,Wristwatch,Fashion,5,208157.84,1040789.2,Abuja,Card,Cancelled
TXN018430,2023-06-23,Skincare Set,Beauty,4,438229.46,1752917.84,Ibadan,Cash,Pending
TXN001212,2023-06-23,Hair Extension,Beauty,3,413732.59,1241197.77,Enugu,Cash,Pending
TXN015020,2023-06-23,Nike Sneakers,Fashion,1,479491.05,479491.05,Port Harcourt,Card,Delivered
TXN000203,2023-06-23,Gucci Bag,Fashion,3,175382.39,526147.17,Kano,USSD,Pending
TXN000346,2023-06-23,Table Lamp,Home,2,152016.41,304032.82,Port Harcourt,Card,Pending
TXN001940,2023-06-23,Nail Polish,Beauty,1,400571.67,400571.67,Ibadan,USSD,Pending
TXN010128,2023-06-23,Table Lamp,Home,3,415277.08,1245831.24,Kano,Cash,Pending
TXN000835,2023-06-23,HP Laptop,Electronics,5,326254.31,1631271.55,Abuja,Transfer,Delivered
TXN003435,2023-06-23,LG TV,Electronics,5,358484.24,1792421.2,Port Harcourt,Transfer,Delivered
TXN003422,2023-06-23,Rug,Home,4,279074.04,1116296.16,Abuja,Card,Pending
TXN003316,2023-06-23,Nail Polish,Beauty,1,280626.81,280626.81,Kano,USSD,Cancelled
TXN019762,2023-06-23,Perfume,Beauty,3,398008.46,1194025.38,Abuja,Cash,Delivered
TXN004489,2023-06-23,Perfume,Beauty,3,74346.12,223038.36,Port Harcourt,Cash,Delivered
TXN006477,2023-06-23,Gucci Bag,Fashion,5,202857.0,1014285.0,Port Harcourt,USSD,Cancelled
TXN001603,2023-06-23,Samsung Galaxy,Electronics,2,236074.52,472149.04,Enugu,Transfer,Delivered
TXN012632,2023-06-23,Nike Sneakers,Fashion,3,385925.6,1157776.8,Enugu,USSD,Cancelled
TXN017002,2023-06-24,Samsung Galaxy,Electronics,4,469456.51,1877826.04,Port Harcourt,USSD,Delivered
TXN018532,2023-06-24,Perfume,Beauty,3,156391.06,469173.18,Kano,Card,Pending
TXN013122,2023-06-24,Rug,Home,4,404310.39,1617241.56,Abuja,Cash,Delivered
TXN001202,2023-06-24,iPhone,Electronics,1,87600.99,87600.99,Ibadan,Card,Cancelled
TXN011270,2023-06-24,Cooking Pot,Home,5,22401.98,112009.9,Enugu,Cash,Cancelled
TXN000359,2023-06-24,Gucci Bag,Fashion,4,89235.84,356943.36,Enugu,Card,Pending
TXN013212,2023-06-24,Perfume,Beauty,4,383212.59,1532850.36,Lagos,Transfer,Cancelled
TXN000641,2023-06-24,Hair Extension,Beauty,2,420035.61,840071.22,Ibadan,Cash,Pending
TXN002315,2023-06-24,Perfume,Beauty,2,96127.22,192254.44,Lagos,USSD,Delivered
TXN010089,2023-06-24,Table Lamp,Home,3,271216.6,813649.8,Abuja,Cash,Delivered
TXN019339,2023-06-24,Ankara Dress,Fashion,1,399821.43,399821.43,Abuja,Transfer,Delivered
TXN007530,2023-06-24,Ankara Dress,Fashion,2,423910.05,847820.1,Ibadan,Transfer,Pending
TXN001734,2023-06-24,Cooking Pot,Home,4,140875.25,563501.0,Port Harcourt,USSD,Delivered
TXN002808,2023-06-24,iPhone,Electronics,1,131442.22,131442.22,Abuja,Cash,Cancelled
TXN016631,2023-06-24,Ankara Dress,Fashion,2,443335.33,886670.66,Port Harcourt,Transfer,Delivered
TXN012808,2023-06-24,Skincare Set,Beauty,5,228896.63,1144483.15,Port Harcourt,Card,Cancelled
TXN002852,2023-06-24,Table Lamp,Home,2,262900.85,525801.7,Enugu,Cash,Delivered
TXN007742,2023-06-24,Perfume,Beauty,4,37636.79,150547.16,Kano,USSD,Delivered
TXN001782,2023-06-24,LG TV,Electronics,5,290506.7,1452533.5,Port Harcourt,Transfer,Pending
TXN018245,2023-06-25,Samsung Galaxy,Electronics,3,77388.86,232166.58,Abuja,Card,Pending
TXN006503,2023-06-25,Wristwatch,Fashion,3,340831.45,1022494.35,Ibadan,Card,Pending
TXN005252,2023-06-25,Makeup Kit,Beauty,4,431289.09,1725156.36,Kano,Cash,Delivered
TXN006825,2023-06-25,Blender,Home,4,235577.53,942310.12,Lagos,Transfer,Cancelled
TXN003913,2023-06-25,Perfume,Beauty,2,260717.51,521435.02,Lagos,USSD,Pending
TXN014744,2023-06-25,Nail Polish,Beauty,1,480826.96,480826.96,Port Harcourt,Transfer,Pending
TXN004799,2023-06-25,Nike Sneakers,Fashion,3,326190.35,978571.05,Kano,Card,Pending
TXN010299,2023-06-25,Nike Sneakers,Fashion,5,355863.35,1779316.75,Kano,Card,Delivered
TXN004820,2023-06-25,Rice Cooker,Home,2,65334.12,130668.24,Ibadan,Card,Cancelled
TXN001021,2023-06-25,Nail Polish,Beauty,5,132577.46,662887.3,Ibadan,USSD,Delivered
TXN001258,2023-06-25,Senator Outfit,Fashion,1,8318.36,8318.36,Abuja,USSD,Delivered
TXN009773,2023-06-25,HP Laptop,Electronics,2,5517.24,11034.48,Port Harcourt,USSD,Pending
TXN014941,2023-06-25,LG TV,Electronics,4,68197.08,272788.32,Port Harcourt,Card,Pending
TXN007134,2023-06-25,Cooking Pot,Home,5,380297.15,1901485.75,Ibadan,USSD,Cancelled
TXN004297,2023-06-25,Skincare Set,Beauty,4,119964.01,479856.04,Abuja,Transfer,Pending
